Unnamed: 0,GeoName,GeoFIPS,Quantity index,Thousands of chained 2012 dollars,Thousands of dollars,County,State,State and County
557,"Clay, NC"," ""37043""",119.872,257263,317135,Clay,NC,NC Clay
573,"Cleveland, NC"," ""37045""",137.089,3997437,4885872,Cleveland,NC,NC Cleveland
620,"Columbus, NC"," ""37047""",102.577,1417490,1745683,Columbus,NC,NC Columbus
660,"Craven, NC"," ""37049""",106.227,4778389,5847941,Craven,NC,NC Craven
691,"Cumberland, NC"," ""37051""",99.557,16361012,19909190,Cumberland,NC,NC Cumberland
697,"Currituck, NC"," ""37053""",127.117,744348,944506,Currituck,NC,NC Currituck
721,"Dare, NC"," ""37055""",130.272,2259294,2828658,Dare,NC,NC Dare
725,"Davidson, NC"," ""37057""",115.349,4462582,5635242,Davidson,NC,NC Davidson
727,"Davie, NC"," ""37059""",150.449,1343075,1633495,Davie,NC,NC Davie
834,"Duplin, NC"," ""37061""",106.857,2183421,2475449,Duplin,NC,NC Duplin
835,"Durham, NC"," ""37063""",114.205,36510519,43138332,Durham,NC,NC Durham
852,"Edgecombe, NC"," ""37065""",98.997,1556949,1864016,Edgecombe,NC,NC Edgecombe
953,"Forsyth, NC"," ""37067""",109.327,23292454,28788153,Forsyth,NC,NC Forsyth
972,"Franklin, NC"," ""37069""",132.725,1563337,1966274,Franklin,NC,NC Franklin
1023,"Gaston, NC"," ""37071""",116.334,7093348,8644205,Gaston,NC,NC Gaston
1024,"Gates, NC"," ""37073""",120.531,185422,239610,Gates,NC,NC Gates
1071,"Graham, NC"," ""37075""",102.708,206394,269866,Graham,NC,NC Graham
1094,"Granville, NC"," ""37077""",131.006,2960629,3609197,Granville,NC,NC Granville
1118,"Greene, NC"," ""37079""",112.398,444029,505196,Greene,NC,NC Greene
1143,"Guilford, NC"," ""37081""",106.619,30868487,37452951,Guilford,NC,NC Guilford
1153,"Halifax, NC"," ""37083""",96.075,1300109,1643032,Halifax,NC,NC Halifax
1205,"Harnett, NC"," ""37085""",121.86,2446189,3059360,Harnett,NC,NC Harnett
1231,"Haywood, NC"," ""37087""",117.403,1772833,2200122,Haywood,NC,NC Haywood
1238,"Henderson, NC"," ""37089""",111.95,3789714,4662131,Henderson,NC,NC Henderson
1257,"Hertford, NC"," ""37091""",104.819,803978,981395,Hertford,NC,NC Hertford
1278,"Hoke, NC"," ""37093""",135.329,1026740,1285669,Hoke,NC,NC Hoke
1327,"Hyde, NC"," ""37095""",76.202,152867,193503,Hyde,NC,NC Hyde
1343,"Iredell, NC"," ""37097""",142.92,9557205,11449464,Iredell,NC,NC Iredell
1375,"Jackson, NC"," ""37099""",132.67,1522370,1936709,Jackson,NC,NC Jackson
1446,"Johnston, NC"," ""37101""",157.058,6579256,8303143,Johnston,NC,NC Johnston
1451,"Jones, NC"," ""37103""",104.983,211825,247244,Jones,NC,NC Jones
1626,"Lee, NC"," ""37105""",99.044,2601029,3171755,Lee,NC,NC Lee
1635,"Lenoir, NC"," ""37107""",114.488,2741945,3264909,Lenoir,NC,NC Lenoir
1669,"Lincoln, NC"," ""37109""",148.226,2786720,3479630,Lincoln,NC,NC Lincoln
1743,"Macon, NC"," ""37113""",162.491,1528523,1830975,Macon,NC,NC Macon
1760,"Madison, NC"," ""37115""",117.756,398219,496810,Madison,NC,NC Madison
1819,"Martin, NC"," ""37117""",91.327,611377,746614,Martin,NC,NC Martin
1845,"McDowell, NC"," ""37111""",104.516,1403019,1788957,McDowell,NC,NC McDowell
1871,"Mecklenburg, NC"," ""37119""",125.969,109759906,137633915,Mecklenburg,NC,NC Mecklenburg
1936,"Mitchell, NC"," ""37121""",107.461,512734,622544,Mitchell,NC,NC Mitchell
1980,"Montgomery, NC"," ""37123""",123.546,961729,1250296,Montgomery,NC,NC Montgomery
1990,"Moore, NC"," ""37125""",123.644,3512562,4335683,Moore,NC,NC Moore
2034,"Nash, NC"," ""37127""",120.555,4723927,5935004,Nash,NC,NC Nash
2053,"New Hanover, NC"," ""37129""",135.832,13276761,16289515,New Hanover,NC,NC New Hanover
2084,"Northampton, NC"," ""37131""",97.036,504171,640903,Northampton,NC,NC Northampton
2128,"Onslow, NC"," ""37133""",98.416,8130843,9900984,Onslow,NC,NC Onslow
2134,"Orange, NC"," ""37135""",119.352,8136151,10238155,Orange,NC,NC Orange
2181,"Pamlico, NC"," ""37137""",98.826,271901,341182,Pamlico,NC,NC Pamlico
2191,"Pasquotank, NC"," ""37139""",103.594,1432390,1806245,Pasquotank,NC,NC Pasquotank
2207,"Pender, NC"," ""37141""",135.543,1553597,1913929,Pender,NC,NC Pender
2217,"Perquimans, NC"," ""37143""",127.755,285451,369073,Perquimans,NC,NC Perquimans
2229,"Person, NC"," ""37145""",79.052,1471975,1754231,Person,NC,NC Person
2268,"Pitt, NC"," ""37147""",123.088,8795073,10841765,Pitt,NC,NC Pitt
2292,"Polk, NC"," ""37149""",113.102,496790,621346,Polk,NC,NC Polk
2374,"Randolph, NC"," ""37151""",101.662,3857285,4728716,Randolph,NC,NC Randolph
2411,"Richmond, NC"," ""37153""",99.566,1696140,2100099,Richmond,NC,NC Richmond
2431,"Robeson, NC"," ""37155""",126.11,3745034,4575843,Robeson,NC,NC Robeson
2440,"Rockingham, NC"," ""37157""",79.225,2745155,3392553,Rockingham,NC,NC Rockingham
2457,"Rowan, NC"," ""37159""",116.563,5166517,6423434,Rowan,NC,NC Rowan
2467,"Rutherford, NC"," ""37161""",110.822,1726524,2117759,Rutherford,NC,NC Rutherford
2485,"Sampson, NC"," ""37163""",98.623,1884581,2168723,Sampson,NC,NC Sampson
2534,"Scotland, NC"," ""37165""",115.088,1074540,1337997,Scotland,NC,NC Scotland
2666,"Stanly, NC"," ""37167""",102.216,1648317,2074245,Stanly,NC,NC Stanly
2692,"Stokes, NC"," ""37169""",78.879,1101483,1402290,Stokes,NC,NC Stokes
2722,"Surry, NC"," ""37171""",109.117,2310393,2909836,Surry,NC,NC Surry
2731,"Swain, NC"," ""37173""",136.623,657933,838518,Swain,NC,NC Swain
2803,"Transylvania, NC"," ""37175""",211.838,1673895,2022754,Transylvania,NC,NC Transylvania
2832,"Tyrrell, NC"," ""37177""",95.997,105799,132047,Tyrrell,NC,NC Tyrrell
2847,"Union, NC"," ""37179""",134.159,7864493,9687405,Union,NC,NC Union
2874,"Vance, NC"," ""37181""",95.98,1105788,1367113,Vance,NC,NC Vance
2896,"Wake, NC"," ""37183""",156.471,83847416,98018699,Wake,NC,NC Wake
2923,"Warren, NC"," ""37185""",81.822,271443,346841,Warren,NC,NC Warren
2954,"Washington, NC"," ""37187""",82.027,251653,317540,Washington,NC,NC Washington
2970,"Watauga, NC"," ""37189""",115.026,2083581,2618767,Watauga,NC,NC Watauga
2983,"Wayne, NC"," ""37191""",107.653,4704244,5761092,Wayne,NC,NC Wayne
3040,"Wilkes, NC"," ""37193""",111.64,2240886,2708961,Wilkes,NC,NC Wilkes
3053,"Wilson, NC"," ""37195""",82.728,3485097,4276332,Wilson,NC,NC Wilson
3099,"Yadkin, NC"," ""37197""",107.321,883375,1045604,Yadkin,NC,NC Yadkin
3104,"Yancey, NC"," ""37199""",107.077,388928,489753,Yancey,NC,NC Yancey
14,"Adams, ND"," ""38001""",75.953,100801,114059,Adams,ND,ND Adams
131,"Barnes, ND"," ""38003""",90.258,556185,719694,Barnes,ND,ND Barnes
176,"Benson, ND"," ""38005""",83.244,239496,305725,Benson,ND,ND Benson
205,"Billings, ND"," ""38007""",154.233,212103,216878,Billings,ND,ND Billings
241,"Bottineau, ND"," ""38009""",85.332,402573,442361,Bottineau,ND,ND Bottineau
247,"Bowman, ND"," ""38011""",76.3,251004,268837,Bowman,ND,ND Bowman
311,"Burke, ND"," ""38013""",93.624,229397,242992,Burke,ND,ND Burke
312,"Burleigh, ND"," ""38015""",100.399,5040896,6224594,Burleigh,ND,ND Burleigh
418,"Cass, ND"," ""38017""",122.518,12595913,15318454,Cass,ND,ND Cass
429,"Cavalier, ND"," ""38019""",109.904,365778,401345,Cavalier,ND,ND Cavalier
784,"Dickey, ND"," ""38021""",96.468,312766,353147,Dickey,ND,ND Dickey
795,"Divide, ND"," ""38023""",83.67,217947,210425,Divide,ND,ND Divide
832,"Dunn, ND"," ""38025""",179.463,1627397,1671437,Dunn,ND,ND Dunn
849,"Eddy, ND"," ""38027""",116.241,127838,139506,Eddy,ND,ND Eddy
882,"Emmons, ND"," ""38029""",114.952,209346,235511,Emmons,ND,ND Emmons
955,"Foster, ND"," ""38031""",92.314,237953,291211,Foster,ND,ND Foster
1056,"Golden Valley, ND"," ""38033""",80.63,77103,89535,Golden Valley,ND,ND Golden Valley
1073,"Grand Forks, ND"," ""38035""",106.431,3644114,4550635,Grand Forks,ND,ND Grand Forks
1085,"Grant, ND"," ""38037""",75.584,102567,110574,Grant,ND,ND Grant
1134,"Griggs, ND"," ""38039""",106.064,155059,172344,Griggs,ND,ND Griggs
1258,"Hettinger, ND"," ""38041""",60.726,89280,107635,Hettinger,ND,ND Hettinger
1496,"Kidder, ND"," ""38043""",114.173,140848,156974,Kidder,ND,ND Kidder
1540,"LaMoure, ND"," ""38045""",74.114,224506,283384,LaMoure,ND,ND LaMoure
1701,"Logan, ND"," ""38047""",107.52,125110,126600,Logan,ND,ND Logan
1849,"McHenry, ND"," ""38049""",122.985,290527,333706,McHenry,ND,ND McHenry
1851,"McIntosh, ND"," ""38051""",106.444,167917,193569,McIntosh,ND,ND McIntosh
1854,"McKenzie, ND"," ""38053""",236.754,3969480,4491971,McKenzie,ND,ND McKenzie
1858,"McLean, ND"," ""38055""",106.908,796835,983445,McLean,ND,ND McLean
1890,"Mercer, ND"," ""38057""",87.844,792199,977466,Mercer,ND,ND Mercer
2014,"Morton, ND"," ""38059""",119.628,1449746,1734801,Morton,ND,ND Morton
2017,"Mountrail, ND"," ""38061""",126.601,2095031,2253033,Mountrail,ND,ND Mountrail
2042,"Nelson, ND"," ""38063""",87.115,134238,160893,Nelson,ND,ND Nelson
2122,"Oliver, ND"," ""38065""",99.439,234183,284345,Oliver,ND,ND Oliver
2204,"Pembina, ND"," ""38067""",113.033,449127,551945,Pembina,ND,ND Pembina
2247,"Pierce, ND"," ""38069""",104.478,241551,308134,Pierce,ND,ND Pierce
2366,"Ramsey, ND"," ""38071""",94.427,563866,681075,Ramsey,ND,ND Ramsey
2377,"Ransom, ND"," ""38073""",92.461,243206,302068,Ransom,ND,ND Ransom
2395,"Renville, ND"," ""38075""",72.1,156272,170848,Renville,ND,ND Renville
2406,"Richland, ND"," ""38077""",84.667,778812,973783,Richland,ND,ND Richland
2447,"Rolette, ND"," ""38079""",95.18,364823,444835,Rolette,ND,ND Rolette
2518,"Sargent, ND"," ""38081""",178.37,814020,958876,Sargent,ND,ND Sargent
2586,"Sheridan, ND"," ""38083""",51.984,32735,40894,Sheridan,ND,ND Sheridan
2602,"Sioux, ND"," ""38085""",87.845,119672,141239,Sioux,ND,ND Sioux
2610,"Slope, ND"," ""38087""",47.427,39511,46442,Slope,ND,ND Slope
2670,"Stark, ND"," ""38089""",79.134,2238645,2567775,Stark,ND,ND Stark
2677,"Steele, ND"," ""38091""",73.897,141422,179940,Steele,ND,ND Steele
2700,"Stutsman, ND"," ""38093""",104.922,1195578,1454800,Stutsman,ND,ND Stutsman
2800,"Towner, ND"," ""38095""",112.778,151726,189228,Towner,ND,ND Towner
2802,"Traill, ND"," ""38097""",86.414,403925,503532,Traill,ND,ND Traill
2906,"Walsh, ND"," ""38099""",105.205,546774,726087,Walsh,ND,ND Walsh
2913,"Ward, ND"," ""38101""",80.862,3411763,4134106,Ward,ND,ND Ward
3004,"Wells, ND"," ""38103""",94.159,277314,328557,Wells,ND,ND Wells
3046,"Williams, ND"," ""38105""",60.677,4204198,4688370,Williams,ND,ND Williams
15,"Adams, NE"," ""31001""",107.946,1767504,2121978,Adams,NE,NE Adams
70,"Antelope, NE"," ""31003""",177.612,629046,727013,Antelope,NE,NE Antelope
86,"Arthur, NE"," ""31005""",295.62,18656,19895,Arthur,NE,NE Arthur
125,"Banner, NE"," ""31007""",120.275,44792,46090,Banner,NE,NE Banner
212,"Blaine, NE"," ""31009""",161.883,27995,26772,Blaine,NE,NE Blaine
235,"Boone, NE"," ""31011""",118.066,458700,534233,Boone,NE,NE Boone
248,"Box Butte, NE"," ""31013""",87.934,540138,653970,Box Butte,NE,NE Box Butte
251,"Boyd, NE"," ""31015""",141.242,115642,130891,Boyd,NE,NE Boyd
285,"Brown, NE"," ""31017""",136.492,209167,220273,Brown,NE,NE Brown
301,"Buffalo, NE"," ""31019""",117.531,2915608,3418656,Buffalo,NE,NE Buffalo
317,"Burt, NE"," ""31021""",127.747,327072,385018,Burt,NE,NE Burt
323,"Butler, NE"," ""31023""",118.793,351512,418576,Butler,NE,NE Butler
419,"Cass, NE"," ""31025""",131.132,802691,1012151,Cass,NE,NE Cass
434,"Cedar, NE"," ""31027""",121.543,460985,573319,Cedar,NE,NE Cedar
452,"Chase, NE"," ""31029""",117.666,342195,393890,Chase,NE,NE Chase
473,"Cherry, NE"," ""31031""",124.289,291314,308890,Cherry,NE,NE Cherry
482,"Cheyenne, NE"," ""31033""",67.045,477417,567781,Cheyenne,NE,NE Cheyenne
558,"Clay, NE"," ""31035""",102.366,349105,419878,Clay,NE,NE Clay
603,"Colfax, NE"," ""31037""",154.966,746065,868571,Colfax,NE,NE Colfax
696,"Cuming, NE"," ""31039""",137.983,835281,862942,Cuming,NE,NE Cuming
703,"Custer, NE"," ""31041""",127.008,762217,814043,Custer,NE,NE Custer
711,"Dakota, NE"," ""31043""",134.972,1486479,1826183,Dakota,NE,NE Dakota
734,"Dawes, NE"," ""31045""",96.942,270021,322974,Dawes,NE,NE Dawes
737,"Dawson, NE"," ""31047""",126.6,1528502,1746258,Dawson,NE,NE Dawson
778,"Deuel, NE"," ""31049""",91.395,78056,93148,Deuel,NE,NE Deuel
797,"Dixon, NE"," ""31051""",166.082,332968,403655,Dixon,NE,NE Dixon
801,"Dodge, NE"," ""31053""",128.654,2128860,2603513,Dodge,NE,NE Dodge
817,"Douglas, NE"," ""31055""",118.747,45035602,54013181,Douglas,NE,NE Douglas
830,"Dundy, NE"," ""31057""",153.006,205878,219797,Dundy,NE,NE Dundy
930,"Fillmore, NE"," ""31059""",105.21,395436,473308,Fillmore,NE,NE Fillmore
973,"Franklin, NE"," ""31061""",91.246,101202,130394,Franklin,NE,NE Franklin
992,"Frontier, NE"," ""31063""",88.834,112300,128274,Frontier,NE,NE Frontier
1001,"Furnas, NE"," ""31065""",113.373,286540,327380,Furnas,NE,NE Furnas
1003,"Gage, NE"," ""31067""",108.447,960155,1197990,Gage,NE,NE Gage
1010,"Garden, NE"," ""31069""",102.131,78001,88938,Garden,NE,NE Garden
1013,"Garfield, NE"," ""31071""",104.758,86118,92676,Garfield,NE,NE Garfield
1064,"Gosper, NE"," ""31073""",108.359,104369,113749,Gosper,NE,NE Gosper
1086,"Grant, NE"," ""31075""",161.581,25923,26773,Grant,NE,NE Grant
1105,"Greeley, NE"," ""31077""",126.478,121038,137860,Greeley,NE,NE Greeley
1156,"Hall, NE"," ""31079""",106.973,3380327,4155550,Hall,NE,NE Hall
1164,"Hamilton, NE"," ""31081""",134.479,709758,819138,Hamilton,NE,NE Hamilton
1203,"Harlan, NE"," ""31083""",112.488,197409,213931,Harlan,NE,NE Harlan
1229,"Hayes, NE"," ""31085""",148.028,106583,110287,Hayes,NE,NE Hayes
1274,"Hitchcock, NE"," ""31087""",123.826,147375,178319,Hitchcock,NE,NE Hitchcock
1283,"Holt, NE"," ""31089""",122.524,684930,824511,Holt,NE,NE Holt
1287,"Hooker, NE"," ""31091""",106.655,29109,30011,Hooker,NE,NE Hooker
1305,"Howard, NE"," ""31093""",133.899,236394,268771,Howard,NE,NE Howard
1413,"Jefferson, NE"," ""31095""",118.561,455595,559553,Jefferson,NE,NE Jefferson
1442,"Johnson, NE"," ""31097""",93.959,170193,209520,Johnson,NE,NE Johnson
1472,"Kearney, NE"," ""31099""",82.58,349154,415198,Kearney,NE,NE Kearney
1474,"Keith, NE"," ""31101""",103.9,385192,454036,Keith,NE,NE Keith
1495,"Keya Paha, NE"," ""31103""",82.455,36168,36985,Keya Paha,NE,NE Keya Paha
1497,"Kimball, NE"," ""31105""",100.763,163589,198352,Kimball,NE,NE Kimball
1526,"Knox, NE"," ""31107""",168.001,565846,648022,Knox,NE,NE Knox
1577,"Lancaster, NE"," ""31109""",123.136,17757706,21660632,Lancaster,NE,NE Lancaster
1670,"Lincoln, NE"," ""31111""",101.959,2191699,2675646,Lincoln,NE,NE Lincoln
1702,"Logan, NE"," ""31113""",99.06,30696,32911,Logan,NE,NE Logan
1715,"Loup, NE"," ""31115""",181.442,35767,34396,Loup,NE,NE Loup
1761,"Madison, NE"," ""31119""",115.631,2288587,2782484,Madison,NE,NE Madison
1865,"McPherson, NE"," ""31117""",140.965,20593,20474,McPherson,NE,NE McPherson
1896,"Merrick, NE"," ""31121""",98.967,364678,447442,Merrick,NE,NE Merrick
2006,"Morrill, NE"," ""31123""",205.371,510686,579922,Morrill,NE,NE Morrill
2031,"Nance, NE"," ""31125""",90.654,133103,162643,Nance,NE,NE Nance
2045,"Nemaha, NE"," ""31127""",130.17,748526,969950,Nemaha,NE,NE Nemaha
2094,"Nuckolls, NE"," ""31129""",119.036,258784,302584,Nuckolls,NE,NE Nuckolls
2155,"Otoe, NE"," ""31131""",112.891,1374808,1716903,Otoe,NE,NE Otoe
2197,"Pawnee, NE"," ""31133""",118.994,118163,146433,Pawnee,NE,NE Pawnee
2215,"Perkins, NE"," ""31135""",111.579,324462,391507,Perkins,NE,NE Perkins
2234,"Phelps, NE"," ""31137""",107.919,855794,916804,Phelps,NE,NE Phelps
2248,"Pierce, NE"," ""31139""",113.494,332682,398579,Pierce,NE,NE Pierce
2276,"Platte, NE"," ""31141""",103.546,2466905,2895587,Platte,NE,NE Platte
2293,"Polk, NE"," ""31143""",123.07,313038,346613,Polk,NE,NE Polk
2388,"Red Willow, NE"," ""31145""",88.945,507503,608962,Red Willow,NE,NE Red Willow
2402,"Richardson, NE"," ""31147""",128.682,354811,438030,Richardson,NE,NE Richardson
2434,"Rock, NE"," ""31149""",122.285,90840,97907,Rock,NE,NE Rock
2482,"Saline, NE"," ""31151""",136.204,1016898,1223061,Saline,NE,NE Saline
2519,"Sarpy, NE"," ""31153""",130.621,8266167,10346583,Sarpy,NE,NE Sarpy
2521,"Saunders, NE"," ""31155""",134.182,794116,955663,Saunders,NE,NE Saunders
2546,"Scotts Bluff, NE"," ""31157""",101.912,1564533,1888755,Scotts Bluff,NE,NE Scotts Bluff
2564,"Seward, NE"," ""31159""",103.871,695476,831926,Seward,NE,NE Seward
2587,"Sheridan, NE"," ""31161""",168.857,334935,364739,Sheridan,NE,NE Sheridan
2590,"Sherman, NE"," ""31163""",112.735,129043,151621,Sherman,NE,NE Sherman
2603,"Sioux, NE"," ""31165""",128.779,78417,78105,Sioux,NE,NE Sioux
2668,"Stanton, NE"," ""31167""",135.862,365654,410775,Stanton,NE,NE Stanton
2772,"Thayer, NE"," ""31169""",91.07,366783,441041,Thayer,NE,NE Thayer
2775,"Thomas, NE"," ""31171""",129.051,33794,34534,Thomas,NE,NE Thomas
2777,"Thurston, NE"," ""31173""",127.017,436076,510698,Thurston,NE,NE Thurston
2867,"Valley, NE"," ""31175""",114.356,268577,332127,Valley,NE,NE Valley
2955,"Washington, NE"," ""31177""",92.561,1236580,1524747,Washington,NE,NE Washington
2984,"Wayne, NE"," ""31179""",139.071,505101,638015,Wayne,NE,NE Wayne
3000,"Webster, NE"," ""31181""",151.827,267203,277459,Webster,NE,NE Webster
3018,"Wheeler, NE"," ""31183""",116.123,98138,95244,Wheeler,NE,NE Wheeler
3116,"York, NE"," ""31185""",96.011,784235,960851,York,NE,NE York
167,"Belknap, NH"," ""33001""",111.286,2755125,3384009,Belknap,NH,NH Belknap
399,"Carroll, NH"," ""33003""",98.733,2062397,2577488,Carroll,NH,NH Carroll
474,"Cheshire, NH"," ""33005""",124.132,3920862,4703465,Cheshire,NH,NH Cheshire
638,"Coos, NH"," ""33007""",100.981,1144432,1437968,Coos,NH,NH Coos
1068,"Grafton, NH"," ""33009""",121.348,6632817,8011258,Grafton,NH,NH Grafton
1270,"Hillsborough, NH"," ""33011""",124.981,27575162,32729580,Hillsborough,NH,NH Hillsborough
1897,"Merrimack, NH"," ""33013""",104.495,9280812,11294253,Merrimack,NH,NH Merrimack
2441,"Rockingham, NH"," ""33015""",133.022,22311276,26782004,Rockingham,NH,NH Rockingham
2699,"Strafford, NH"," ""33017""",114.801,5731727,6787359,Strafford,NH,NH Strafford
2706,"Sullivan, NH"," ""33019""",109.571,1605357,1965877,Sullivan,NH,NH Sullivan
100,"Atlantic, NJ"," ""34001""",92.655,12407031,15313041,Atlantic,NJ,NJ Atlantic
188,"Bergen, NJ"," ""34003""",111.536,72806827,87263307,Bergen,NJ,NJ Bergen
314,"Burlington, NJ"," ""34005""",112.559,27362035,32907569,Burlington,NJ,NJ Burlington
364,"Camden, NJ"," ""34007""",108.754,23305510,28303076,Camden,NJ,NJ Camden
379,"Cape May, NJ"," ""34009""",107.42,5021018,6279126,Cape May,NJ,NJ Cape May
692,"Cumberland, NJ"," ""34011""",103.849,5947878,7376321,Cumberland,NJ,NJ Cumberland
891,"Essex, NJ"," ""34013""",102.259,48672183,58118421,Essex,NJ,NJ Essex
1051,"Gloucester, NJ"," ""34015""",113.199,14008558,16250179,Gloucester,NJ,NJ Gloucester
1309,"Hudson, NJ"," ""34017""",115.706,41723500,52228378,Hudson,NJ,NJ Hudson
1320,"Hunterdon, NJ"," ""34019""",100.662,7080592,8448632,Hunterdon,NJ,NJ Hunterdon
1891,"Mercer, NJ"," ""34021""",127.635,35953022,43633044,Mercer,NJ,NJ Mercer
1906,"Middlesex, NJ"," ""34023""",111.13,59035603,70332453,Middlesex,NJ,NJ Middlesex
1943,"Monmouth, NJ"," ""34025""",110.729,34219339,41531248,Monmouth,NJ,NJ Monmouth
2008,"Morris, NJ"," ""34027""",102.124,51226600,60781062,Morris,NJ,NJ Morris
2100,"Ocean, NJ"," ""34029""",108.914,20496861,25576341,Ocean,NJ,NJ Ocean
2192,"Passaic, NJ"," ""34031""",98.278,20046491,24221220,Passaic,NJ,NJ Passaic
2477,"Salem, NJ"," ""34033""",93.507,5231759,6801241,Salem,NJ,NJ Salem
2622,"Somerset, NJ"," ""34035""",137.2,39784360,46061238,Somerset,NJ,NJ Somerset
2726,"Sussex, NJ"," ""34037""",99.645,4563437,5579375,Sussex,NJ,NJ Sussex
2848,"Union, NJ"," ""34039""",100.588,34370946,41471551,Union,NJ,NJ Union
2924,"Warren, NJ"," ""34041""",83.672,3688336,4469101,Warren,NJ,NJ Warren
193,"Bernalillo, NM"," ""35001""",110.297,35421924,42573761,Bernalillo,NM,NM Bernalillo
427,"Catron, NM"," ""35003""",104.586,85856,105513,Catron,NM,NM Catron
459,"Chaves, NM"," ""35005""",93.184,1887351,2225971,Chaves,NM,NM Chaves
503,"Cibola, NM"," ""35006""",91.974,559748,683820,Cibola,NM,NM Cibola
604,"Colfax, NM"," ""35007""",89.412,426659,502849,Colfax,NM,NM Colfax
698,"Curry, NM"," ""35009""",107.224,2892180,3430979,Curry,NM,NM Curry
740,"De Baca, NM"," ""35011""",112.97,79599,91955,De Baca,NM,NM De Baca
823,"Doña Ana, NM"," ""35013""",107.038,6847115,8339710,Dona Ana,NM,NM Dona Ana
850,"Eddy, NM"," ""35015""",141.118,7359252,7449116,Eddy,NM,NM Eddy
1087,"Grant, NM"," ""35017""",85.698,957071,1076679,Grant,NM,NM Grant
1140,"Guadalupe, NM"," ""35019""",116.985,142928,173673,Guadalupe,NM,NM Guadalupe
1198,"Harding, NM"," ""35021""",66.517,70393,54767,Harding,NM,NM Harding
1262,"Hidalgo, NM"," ""35023""",93.318,189725,228187,Hidalgo,NM,NM Hidalgo
1614,"Lea, NM"," ""35025""",119.312,6384070,6962294,Lea,NM,NM Lea
1671,"Lincoln, NM"," ""35027""",88.11,559190,703243,Lincoln,NM,NM Lincoln
1709,"Los Alamos, NM"," ""35028""",112.27,2345069,2650272,Los Alamos,NM,NM Los Alamos
1726,"Luna, NM"," ""35029""",106.006,765892,955305,Luna,NM,NM Luna
1855,"McKinley, NM"," ""35031""",91.352,2260573,2661853,McKinley,NM,NM McKinley
1993,"Mora, NM"," ""35033""",70.523,103983,126808,Mora,NM,NM Mora
2154,"Otero, NM"," ""35035""",98.109,2558382,3122438,Otero,NM,NM Otero
2355,"Quay, NM"," ""35037""",102.325,263419,341411,Quay,NM,NM Quay
2416,"Rio Arriba, NM"," ""35039""",89.309,1186456,1192287,Rio Arriba,NM,NM Rio Arriba
2450,"Roosevelt, NM"," ""35041""",101.047,632752,748982,Roosevelt,NM,NM Roosevelt
2494,"San Juan, NM"," ""35045""",79.451,5140047,5698394,San Juan,NM,NM San Juan
2500,"San Miguel, NM"," ""35047""",88.04,596630,750952,San Miguel,NM,NM San Miguel
2505,"Sandoval, NM"," ""35043""",104.347,3816957,4485519,Sandoval,NM,NM Sandoval
2514,"Santa Fe, NM"," ""35049""",98.696,6082743,7636186,Santa Fe,NM,NM Santa Fe
2597,"Sierra, NM"," ""35051""",104.876,281160,347934,Sierra,NM,NM Sierra
2618,"Socorro, NM"," ""35053""",90.307,434288,527951,Socorro,NM,NM Socorro
2746,"Taos, NM"," ""35055""",96.315,920799,1125814,Taos,NM,NM Taos
2799,"Torrance, NM"," ""35057""",140.753,445208,547071,Torrance,NM,NM Torrance
2849,"Union, NM"," ""35059""",97.273,199822,187019,Union,NM,NM Union
2864,"Valencia, NM"," ""35061""",119.613,1501973,1874079,Valencia,NM,NM Valencia
502,"Churchill, NV"," ""32001""",135.731,1152859,1426586,Churchill,NV,NV Churchill
508,"City of Carson City, NV"," ""32510""",111.68,3445525,4225603,Carson City,NV,NV Carson City
534,"Clark, NV"," ""32003""",123.805,111288530,136198676,Clark,NV,NV Clark
818,"Douglas, NV"," ""32005""",128.793,2664646,3152558,Douglas,NV,NV Douglas
870,"Elko, NV"," ""32007""",95.943,2782013,3216225,Elko,NV,NV Elko
889,"Esmeralda, NV"," ""32009""",72.059,45539,48963,Esmeralda,NV,NV Esmeralda
897,"Eureka, NV"," ""32011""",90.893,1784594,1810966,Eureka,NV,NV Eureka
1316,"Humboldt, NV"," ""32013""",97.662,1515989,1690434,Humboldt,NV,NV Humboldt
1581,"Lander, NV"," ""32015""",110.916,1028804,1094797,Lander,NV,NV Lander
1672,"Lincoln, NV"," ""32017""",85.46,158631,194476,Lincoln,NV,NV Lincoln
1736,"Lyon, NV"," ""32019""",142.063,1770370,2140013,Lyon,NV,NV Lyon
1924,"Mineral, NV"," ""32021""",131.474,216143,261607,Mineral,NV,NV Mineral
2096,"Nye, NV"," ""32023""",126.034,1955940,2208807,Nye,NV,NV Nye
2228,"Pershing, NV"," ""32027""",134.061,433511,464448,Pershing,NV,NV Pershing
2697,"Storey, NV"," ""32029""",393.444,2220625,2607494,Storey,NV,NV Storey
2968,"Washoe, NV"," ""32031""",124.175,26329104,32864416,Washoe,NV,NV Washoe
3021,"White Pine, NV"," ""32033""",100.343,776655,880572,White Pine,NV,NV White Pine
27,"Albany, NY"," ""36001""",116.581,30337328,37245549,Albany,NY,NY Albany
41,"Allegany, NY"," ""36003""",102.643,1364098,1690394,Allegany,NY,NY Allegany
273,"Bronx, NY"," ""36005""",116.443,38725964,48761866,Bronx,NY,NY Bronx
278,"Broome, NY"," ""36007""",95.516,8477155,10295945,Broome,NY,NY Broome
428,"Cattaraugus, NY"," ""36009""",92.448,2598409,3235084,Cattaraugus,NY,NY Cattaraugus
