Unnamed: 0,GeoName,GeoFIPS,Quantity index,Thousands of chained 2012 dollars,Thousands of dollars,County,State,State and County
1128,"Greenwood, KS"," ""20073""",99.902,150506,172377,Greenwood,KS,KS Greenwood
1163,"Hamilton, KS"," ""20075""",118.716,228081,220310,Hamilton,KS,KS Hamilton
1207,"Harper, KS"," ""20077""",115.58,323727,323005,Harper,KS,KS Harper
1223,"Harvey, KS"," ""20079""",106.767,1261283,1556937,Harvey,KS,KS Harvey
1224,"Haskell, KS"," ""20081""",97.112,333554,330208,Haskell,KS,KS Haskell
1277,"Hodgeman, KS"," ""20083""",127.595,122823,125192,Hodgeman,KS,KS Hodgeman
1368,"Jackson, KS"," ""20085""",126.058,388930,479647,Jackson,KS,KS Jackson
1407,"Jefferson, KS"," ""20087""",108.123,388408,481014,Jefferson,KS,KS Jefferson
1430,"Jewell, KS"," ""20089""",108.407,127587,143290,Jewell,KS,KS Jewell
1439,"Johnson, KS"," ""20091""",130.638,48095565,56329449,Johnson,KS,KS Johnson
1473,"Kearny, KS"," ""20093""",113.614,271603,275986,Kearny,KS,KS Kearny
1505,"Kingman, KS"," ""20095""",114.175,313812,380961,Kingman,KS,KS Kingman
1511,"Kiowa, KS"," ""20097""",110.91,129008,159397,Kiowa,KS,KS Kiowa
1544,"Labette, KS"," ""20099""",105.19,769005,956965,Labette,KS,KS Labette
1582,"Lane, KS"," ""20101""",71.585,116142,114558,Lane,KS,KS Lane
1616,"Leavenworth, KS"," ""20103""",100.244,2624987,3184028,Leavenworth,KS,KS Leavenworth
1661,"Lincoln, KS"," ""20105""",88.018,111797,144525,Lincoln,KS,KS Lincoln
1682,"Linn, KS"," ""20107""",76.813,444819,583128,Linn,KS,KS Linn
1699,"Logan, KS"," ""20109""",106.055,164307,188138,Logan,KS,KS Logan
1733,"Lyon, KS"," ""20111""",111.483,1308334,1610625,Lyon,KS,KS Lyon
1789,"Marion, KS"," ""20115""",117.82,368583,452470,Marion,KS,KS Marion
1807,"Marshall, KS"," ""20117""",89.864,507968,625971,Marshall,KS,KS Marshall
1864,"McPherson, KS"," ""20113""",119.524,1717666,2093135,McPherson,KS,KS McPherson
1867,"Meade, KS"," ""20119""",102.172,255214,284727,Meade,KS,KS Meade
1901,"Miami, KS"," ""20121""",133.189,906891,1131142,Miami,KS,KS Miami
1935,"Mitchell, KS"," ""20123""",127.323,462700,557676,Mitchell,KS,KS Mitchell
1975,"Montgomery, KS"," ""20125""",113.965,1612913,2036848,Montgomery,KS,KS Montgomery
2007,"Morris, KS"," ""20127""",121.877,182396,209165,Morris,KS,KS Morris
2013,"Morton, KS"," ""20129""",93.05,148209,165201,Morton,KS,KS Morton
2044,"Nemaha, KS"," ""20131""",104.523,463938,579678,Nemaha,KS,KS Nemaha
2046,"Neosho, KS"," ""20133""",100.708,557437,689974,Neosho,KS,KS Neosho
2048,"Ness, KS"," ""20135""",96.353,183797,203047,Ness,KS,KS Ness
2090,"Norton, KS"," ""20137""",94.636,228368,272979,Norton,KS,KS Norton
2144,"Osage, KS"," ""20139""",114.447,301634,389110,Osage,KS,KS Osage
2147,"Osborne, KS"," ""20141""",105.947,169989,200275,Osborne,KS,KS Osborne
2158,"Ottawa, KS"," ""20143""",88.489,113491,149018,Ottawa,KS,KS Ottawa
2196,"Pawnee, KS"," ""20145""",94.311,276914,312642,Pawnee,KS,KS Pawnee
2238,"Phillips, KS"," ""20147""",150.103,339035,413796,Phillips,KS,KS Phillips
2308,"Pottawatomie, KS"," ""20149""",75.991,1182081,1486655,Pottawatomie,KS,KS Pottawatomie
2322,"Pratt, KS"," ""20151""",113.635,552795,641750,Pratt,KS,KS Pratt
2381,"Rawlins, KS"," ""20153""",136.386,165120,186215,Rawlins,KS,KS Rawlins
2392,"Reno, KS"," ""20155""",106.844,2387547,2912477,Reno,KS,KS Reno
2396,"Republic, KS"," ""20157""",104.686,221212,255895,Republic,KS,KS Republic
2399,"Rice, KS"," ""20159""",138.708,579009,643226,Rice,KS,KS Rice
2414,"Riley, KS"," ""20161""",101.947,2471454,3085684,Riley,KS,KS Riley
2448,"Rooks, KS"," ""20163""",92.674,204021,232810,Rooks,KS,KS Rooks
2460,"Rush, KS"," ""20165""",101.315,151902,171761,Rush,KS,KS Rush
2464,"Russell, KS"," ""20167""",88.66,271974,313152,Russell,KS,KS Russell
2480,"Saline, KS"," ""20169""",100.188,2547570,3109963,Saline,KS,KS Saline
2539,"Scott, KS"," ""20171""",91.53,328531,319216,Scott,KS,KS Scott
2552,"Sedgwick, KS"," ""20173""",119.398,29903209,35384658,Sedgwick,KS,KS Sedgwick
2563,"Seward, KS"," ""20175""",112.383,1237915,1429981,Seward,KS,KS Seward
2571,"Shawnee, KS"," ""20177""",107.501,9664958,11681498,Shawnee,KS,KS Shawnee
2584,"Sheridan, KS"," ""20179""",87.492,136421,158438,Sheridan,KS,KS Sheridan
2589,"Sherman, KS"," ""20181""",101.714,309130,374685,Sherman,KS,KS Sherman
2611,"Smith, KS"," ""20183""",108.061,166264,205034,Smith,KS,KS Smith
2662,"Stafford, KS"," ""20185""",116.527,181516,202946,Stafford,KS,KS Stafford
2667,"Stanton, KS"," ""20187""",140.566,222391,240272,Stanton,KS,KS Stanton
2685,"Stevens, KS"," ""20189""",104.757,345131,391654,Stevens,KS,KS Stevens
2715,"Sumner, KS"," ""20191""",102.107,696533,858598,Sumner,KS,KS Sumner
2774,"Thomas, KS"," ""20193""",119.214,553763,667325,Thomas,KS,KS Thomas
2807,"Trego, KS"," ""20195""",103.649,174083,193403,Trego,KS,KS Trego
2892,"Wabaunsee, KS"," ""20197""",98.362,138567,173553,Wabaunsee,KS,KS Wabaunsee
2903,"Wallace, KS"," ""20199""",85,99915,116506,Wallace,KS,KS Wallace
2946,"Washington, KS"," ""20201""",100.456,222588,267127,Washington,KS,KS Washington
3033,"Wichita, KS"," ""20203""",87.356,211120,210244,Wichita,KS,KS Wichita
3052,"Wilson, KS"," ""20205""",88.645,296570,355658,Wilson,KS,KS Wilson
3081,"Woodson, KS"," ""20207""",90.324,79265,91610,Woodson,KS,KS Woodson
3094,"Wyandotte, KS"," ""20209""",91.752,10941644,12167709,Wyandotte,KS,KS Wyandotte
5,"Adair, KY"," ""21001""",108.204,365892,454838,Adair,KY,KY Adair
47,"Allen, KY"," ""21003""",114.749,457794,519102,Allen,KY,KY Allen
59,"Anderson, KY"," ""21005""",113.977,516628,624667,Anderson,KY,KY Anderson
120,"Ballard, KY"," ""21007""",75.013,228360,276613,Ballard,KY,KY Ballard
134,"Barren, KY"," ""21009""",91.934,1298017,1570924,Barren,KY,KY Barren
145,"Bath, KY"," ""21011""",122.541,181651,226987,Bath,KY,KY Bath
168,"Bell, KY"," ""21013""",94.97,711096,833779,Bell,KY,KY Bell
233,"Boone, KY"," ""21015""",151.607,11172159,13757078,Boone,KY,KY Boone
245,"Bourbon, KY"," ""21017""",129.984,867452,984855,Bourbon,KY,KY Bourbon
250,"Boyd, KY"," ""21019""",86.345,3290937,3295692,Boyd,KY,KY Boyd
252,"Boyle, KY"," ""21021""",103.483,1146416,1393057,Boyle,KY,KY Boyle
253,"Bracken, KY"," ""21023""",114.002,149197,188790,Bracken,KY,KY Bracken
263,"Breathitt, KY"," ""21025""",73.636,183535,225755,Breathitt,KY,KY Breathitt
264,"Breckinridge, KY"," ""21027""",102.085,384100,473813,Breckinridge,KY,KY Breckinridge
304,"Bullitt, KY"," ""21029""",132.068,2408043,2938546,Bullitt,KY,KY Bullitt
321,"Butler, KY"," ""21031""",108.624,299560,354811,Butler,KY,KY Butler
337,"Caldwell, KY"," ""21033""",113.262,399335,480681,Caldwell,KY,KY Caldwell
356,"Calloway, KY"," ""21035""",102.208,1317754,1635422,Calloway,KY,KY Calloway
370,"Campbell, KY"," ""21037""",127.631,3434024,4180899,Campbell,KY,KY Campbell
385,"Carlisle, KY"," ""21039""",110.626,154392,188309,Carlisle,KY,KY Carlisle
395,"Carroll, KY"," ""21041""",181.777,1843138,2277885,Carroll,KY,KY Carroll
403,"Carter, KY"," ""21043""",96.032,448406,559130,Carter,KY,KY Carter
411,"Casey, KY"," ""21045""",122.62,326650,403551,Casey,KY,KY Casey
499,"Christian, KY"," ""21047""",92.959,5531130,6613306,Christian,KY,KY Christian
532,"Clark, KY"," ""21049""",120.288,1397581,1700515,Clark,KY,KY Clark
553,"Clay, KY"," ""21051""",91.318,310223,390139,Clay,KY,KY Clay
579,"Clinton, KY"," ""21053""",111.539,328633,395338,Clinton,KY,KY Clinton
676,"Crittenden, KY"," ""21055""",101.534,187947,223568,Crittenden,KY,KY Crittenden
689,"Cumberland, KY"," ""21057""",120.86,151081,187237,Cumberland,KY,KY Cumberland
729,"Daviess, KY"," ""21059""",103.443,4316362,5320748,Daviess,KY,KY Daviess
854,"Edmonson, KY"," ""21061""",110.673,162020,207071,Edmonson,KY,KY Edmonson
871,"Elliott, KY"," ""21063""",97.051,70034,89439,Elliott,KY,KY Elliott
895,"Estill, KY"," ""21065""",86.646,189455,236485,Estill,KY,KY Estill
920,"Fayette, KY"," ""21067""",111.278,18914736,22833587,Fayette,KY,KY Fayette
935,"Fleming, KY"," ""21069""",107.061,292883,364671,Fleming,KY,KY Fleming
941,"Floyd, KY"," ""21071""",89.872,1012776,1189100,Floyd,KY,KY Floyd
966,"Franklin, KY"," ""21073""",99.644,2900069,3581210,Franklin,KY,KY Franklin
997,"Fulton, KY"," ""21075""",84.985,196071,241306,Fulton,KY,KY Fulton
1006,"Gallatin, KY"," ""21077""",129.71,357703,402435,Gallatin,KY,KY Gallatin
1018,"Garrard, KY"," ""21079""",111.471,233392,295947,Garrard,KY,KY Garrard
1082,"Grant, KY"," ""21081""",109.446,499009,610083,Grant,KY,KY Grant
1096,"Graves, KY"," ""21083""",109.446,1214472,1414736,Graves,KY,KY Graves
1100,"Grayson, KY"," ""21085""",105.715,672587,833253,Grayson,KY,KY Grayson
1107,"Green, KY"," ""21087""",98.861,167750,211678,Green,KY,KY Green
1126,"Greenup, KY"," ""21089""",100.329,732704,908104,Greenup,KY,KY Greenup
1178,"Hancock, KY"," ""21091""",97.652,741685,831107,Hancock,KY,KY Hancock
1194,"Hardin, KY"," ""21093""",96.562,4895260,5867024,Hardin,KY,KY Hardin
1202,"Harlan, KY"," ""21095""",59.676,481339,556989,Harlan,KY,KY Harlan
1213,"Harrison, KY"," ""21097""",103.183,473780,571986,Harrison,KY,KY Harrison
1220,"Hart, KY"," ""21099""",122.417,518421,646322,Hart,KY,KY Hart
1237,"Henderson, KY"," ""21101""",97.535,1935780,2303684,Henderson,KY,KY Henderson
1251,"Henry, KY"," ""21103""",99.38,326768,390289,Henry,KY,KY Henry
1259,"Hickman, KY"," ""21105""",108.11,180552,196551,Hickman,KY,KY Hickman
1289,"Hopkins, KY"," ""21107""",90.37,1705706,1962139,Hopkins,KY,KY Hopkins
1369,"Jackson, KY"," ""21109""",78.149,139873,172659,Jackson,KY,KY Jackson
1408,"Jefferson, KY"," ""21111""",114.594,53014650,63604136,Jefferson,KY,KY Jefferson
1429,"Jessamine, KY"," ""21113""",139.54,1953450,2382849,Jessamine,KY,KY Jessamine
1440,"Johnson, KY"," ""21115""",84.479,393557,487668,Johnson,KY,KY Johnson
1487,"Kenton, KY"," ""21117""",134.516,8590637,10650071,Kenton,KY,KY Kenton
1520,"Knott, KY"," ""21119""",58.04,198498,225611,Knott,KY,KY Knott
1523,"Knox, KY"," ""21121""",93.903,559562,698324,Knox,KY,KY Knox
1589,"Larue, KY"," ""21123""",106.124,214156,276889,Larue,KY,KY Larue
1597,"Laurel, KY"," ""21125""",106.848,1994808,2437453,Laurel,KY,KY Laurel
1605,"Lawrence, KY"," ""21127""",80.071,317201,398517,Lawrence,KY,KY Lawrence
1624,"Lee, KY"," ""21129""",80.538,111912,133621,Lee,KY,KY Lee
1638,"Leslie, KY"," ""21131""",52.468,129653,150680,Leslie,KY,KY Leslie
1639,"Letcher, KY"," ""21133""",63.834,318782,383666,Letcher,KY,KY Letcher
1643,"Lewis, KY"," ""21135""",104.739,189359,240806,Lewis,KY,KY Lewis
1662,"Lincoln, KY"," ""21137""",94.023,387965,489275,Lincoln,KY,KY Lincoln
1690,"Livingston, KY"," ""21139""",90.506,264185,325910,Livingston,KY,KY Livingston
1700,"Logan, KY"," ""21141""",114.809,1144708,1280869,Logan,KY,KY Logan
1734,"Lyon, KY"," ""21143""",108.728,203237,261831,Lyon,KY,KY Lyon
1755,"Madison, KY"," ""21151""",108.65,2793190,3357707,Madison,KY,KY Madison
1767,"Magoffin, KY"," ""21153""",65.36,144367,176208,Magoffin,KY,KY Magoffin
1790,"Marion, KY"," ""21155""",137.741,888330,1059755,Marion,KY,KY Marion
1808,"Marshall, KY"," ""21157""",106.023,1293477,1640734,Marshall,KY,KY Marshall
1817,"Martin, KY"," ""21159""",51.192,202598,219408,Martin,KY,KY Martin
1822,"Mason, KY"," ""21161""",107.191,1028198,1280768,Mason,KY,KY Mason
1839,"McCracken, KY"," ""21145""",112.956,4048940,5134761,McCracken,KY,KY McCracken
1840,"McCreary, KY"," ""21147""",107.406,245771,307579,McCreary,KY,KY McCreary
1857,"McLean, KY"," ""21149""",107.716,257880,282621,McLean,KY,KY McLean
1868,"Meade, KY"," ""21163""",123.482,552508,675865,Meade,KY,KY Meade
1883,"Menifee, KY"," ""21165""",99.855,80421,102267,Menifee,KY,KY Menifee
1888,"Mercer, KY"," ""21167""",93.632,728771,866259,Mercer,KY,KY Mercer
1899,"Metcalfe, KY"," ""21169""",95.177,174678,210776,Metcalfe,KY,KY Metcalfe
1954,"Monroe, KY"," ""21171""",114.464,286399,349407,Monroe,KY,KY Monroe
1976,"Montgomery, KY"," ""21173""",108.333,977339,1169063,Montgomery,KY,KY Montgomery
2000,"Morgan, KY"," ""21175""",97.979,234232,288071,Morgan,KY,KY Morgan
2019,"Muhlenberg, KY"," ""21177""",59.639,966712,1156343,Muhlenberg,KY,KY Muhlenberg
2041,"Nelson, KY"," ""21179""",105.429,1556453,1884459,Nelson,KY,KY Nelson
2070,"Nicholas, KY"," ""21181""",93.829,86116,105303,Nicholas,KY,KY Nicholas
2111,"Ohio, KY"," ""21183""",87.837,812629,944916,Ohio,KY,KY Ohio
2120,"Oldham, KY"," ""21185""",129.878,1787107,2172902,Oldham,KY,KY Oldham
2169,"Owen, KY"," ""21187""",90.803,164181,197869,Owen,KY,KY Owen
2170,"Owsley, KY"," ""21189""",89.154,45380,57809,Owsley,KY,KY Owsley
2208,"Pendleton, KY"," ""21191""",98.654,257373,312241,Pendleton,KY,KY Pendleton
2222,"Perry, KY"," ""21193""",69.299,875858,1011842,Perry,KY,KY Perry
2256,"Pike, KY"," ""21195""",74.136,1848814,2139817,Pike,KY,KY Pike
2315,"Powell, KY"," ""21197""",108.305,211441,271370,Powell,KY,KY Powell
2342,"Pulaski, KY"," ""21199""",106.232,2031470,2495197,Pulaski,KY,KY Pulaski
2428,"Robertson, KY"," ""21201""",96.48,24816,32170,Robertson,KY,KY Robertson
2437,"Rockcastle, KY"," ""21203""",119.436,292238,354288,Rockcastle,KY,KY Rockcastle
2456,"Rowan, KY"," ""21205""",95.317,672963,843724,Rowan,KY,KY Rowan
2465,"Russell, KY"," ""21207""",107.068,574425,699861,Russell,KY,KY Russell
2540,"Scott, KY"," ""21209""",165.014,3424355,3684088,Scott,KY,KY Scott
2577,"Shelby, KY"," ""21211""",112.236,1561304,1866679,Shelby,KY,KY Shelby
2599,"Simpson, KY"," ""21213""",113.879,909963,1095448,Simpson,KY,KY Simpson
2633,"Spencer, KY"," ""21215""",128.412,276642,344667,Spencer,KY,KY Spencer
2753,"Taylor, KY"," ""21217""",109.898,792023,962388,Taylor,KY,KY Taylor
2790,"Todd, KY"," ""21219""",115.33,367612,439386,Todd,KY,KY Todd
2810,"Trigg, KY"," ""21221""",88.831,256180,320996,Trigg,KY,KY Trigg
2811,"Trimble, KY"," ""21223""",118.086,463195,613750,Trimble,KY,KY Trimble
2844,"Union, KY"," ""21225""",79.472,662543,727909,Union,KY,KY Union
2920,"Warren, KY"," ""21227""",119.45,6067426,7287264,Warren,KY,KY Warren
2947,"Washington, KY"," ""21229""",96.04,307947,361529,Washington,KY,KY Washington
2979,"Wayne, KY"," ""21231""",102.841,389436,507317,Wayne,KY,KY Wayne
2996,"Webster, KY"," ""21233""",81.198,460879,539885,Webster,KY,KY Webster
3030,"Whitley, KY"," ""21235""",99.542,1000056,1217912,Whitley,KY,KY Whitley
3071,"Wolfe, KY"," ""21237""",105.138,99362,123746,Wolfe,KY,KY Wolfe
3078,"Woodford, KY"," ""21239""",137.377,1088517,1265641,Woodford,KY,KY Woodford
1,"Acadia, LA"," ""22001""",83.106,1381811,1694121,Acadia,LA,LA Acadia
48,"Allen, LA"," ""22003""",94.647,628420,822044,Allen,LA,LA Allen
87,"Ascension, LA"," ""22005""",75.218,7939396,9268625,Ascension,LA,LA Ascension
94,"Assumption, LA"," ""22007""",69.244,404881,492391,Assumption,LA,LA Assumption
111,"Avoyelles, LA"," ""22009""",87.54,814271,997746,Avoyelles,LA,LA Avoyelles
156,"Beauregard, LA"," ""22011""",102.026,1058493,1214742,Beauregard,LA,LA Beauregard
201,"Bienville, LA"," ""22013""",93.202,774436,923681,Bienville,LA,LA Bienville
239,"Bossier, LA"," ""22015""",98.657,5144117,6006071,Bossier,LA,LA Bossier
333,"Caddo, LA"," ""22017""",98.154,12172768,14545600,Caddo,LA,LA Caddo
336,"Calcasieu, LA"," ""22019""",96.679,12443359,14517780,Calcasieu,LA,LA Calcasieu
338,"Caldwell, LA"," ""22021""",98.775,178040,228753,Caldwell,LA,LA Caldwell
365,"Cameron, LA"," ""22023""",143.268,1090729,1274120,Cameron,LA,LA Cameron
424,"Catahoula, LA"," ""22025""",74.74,173552,207391,Catahoula,LA,LA Catahoula
520,"Claiborne, LA"," ""22027""",73.109,408841,415064,Claiborne,LA,LA Claiborne
627,"Concordia, LA"," ""22029""",89.379,544685,656810,Concordia,LA,LA Concordia
741,"De Soto, LA"," ""22031""",113.304,3890218,3602061,De Soto,LA,LA De Soto
840,"E Baton Rouge, LA"," ""22033""",97.219,32006455,35564943,E Baton Rouge,LA,LA E Baton Rouge
841,"E Carroll, LA"," ""22035""",67.727,157561,186827,E Carroll,LA,LA E Carroll
842,"E Feliciana, LA"," ""22037""",101.455,434176,517302,E Feliciana,LA,LA E Feliciana
898,"Evangeline, LA"," ""22039""",90.608,828141,987521,Evangeline,LA,LA Evangeline
967,"Franklin, LA"," ""22041""",82.631,483594,541970,Franklin,LA,LA Franklin
1083,"Grant, LA"," ""22043""",104.402,341243,444097,Grant,LA,LA Grant
1329,"Iberia, LA"," ""22045""",65.712,2621486,2954102,Iberia,LA,LA Iberia
1330,"Iberville, LA"," ""22047""",107.136,1693227,2176285,Iberville,LA,LA Iberville
1370,"Jackson, LA"," ""22049""",96.954,457179,522210,Jackson,LA,LA Jackson
1409,"Jefferson, LA"," ""22051""",97.73,20954050,25538378,Jefferson,LA,LA Jefferson
1396,"Jefferson Davis, LA"," ""22053""",80.812,810576,912173,Jefferson Davis,LA,LA Jefferson Davis
1543,"LaSalle, LA"," ""22059""",76.832,447934,493246,La Salle,LA,LA La Salle
1550,"Lafayette, LA"," ""22055""",87.329,12958217,14992625,Lafayette,LA,LA Lafayette
1554,"Lafourche, LA"," ""22057""",72.031,3342366,4072951,Lafourche,LA,LA Lafourche
1663,"Lincoln, LA"," ""22061""",134.593,2054296,2377522,Lincoln,LA,LA Lincoln
1691,"Livingston, LA"," ""22063""",117.519,3020956,3763512,Livingston,LA,LA Livingston
1756,"Madison, LA"," ""22065""",73.414,346258,384925,Madison,LA,LA Madison
1994,"Morehouse, LA"," ""22067""",77.654,563025,666386,Morehouse,LA,LA Morehouse
2037,"Natchitoches, LA"," ""22069""",122.63,1422395,1850605,Natchitoches,LA,LA Natchitoches
2141,"Orleans, LA"," ""22071""",96.714,20365841,24754130,Orleans,LA,LA Orleans
2164,"Ouachita, LA"," ""22073""",106.013,6231489,7469396,Ouachita,LA,LA Ouachita
2274,"Plaquemines, LA"," ""22075""",68.293,2859477,2759977,Plaquemines,LA,LA Plaquemines
2285,"Pointe Coupee, LA"," ""22077""",75.936,772115,932962,Pointe Coupee,LA,LA Pointe Coupee
2378,"Rapides, LA"," ""22079""",99.359,5205741,6592923,Rapides,LA,LA Rapides
2386,"Red River, LA"," ""22081""",131.602,1245317,1165127,Red River,LA,LA Red River
2404,"Richland, LA"," ""22083""",108.01,574066,702840,Richland,LA,LA Richland
2470,"Sabine, LA"," ""22085""",97.045,1019377,1222553,Sabine,LA,LA Sabine
2637,"St Bernard, LA"," ""22087""",53.951,1254267,1427283,St Bernard,LA,LA St Bernard
2638,"St Charles, LA"," ""22089""",93.041,7407636,8258236,St Charles,LA,LA St Charles
2647,"St Helena, LA"," ""22091""",109.777,182892,230998,St Helena,LA,LA St Helena
2648,"St James, LA"," ""22093""",76.816,2152044,2310899,St James,LA,LA St James
2649,"St John the Baptist, LA"," ""22095""",73.457,2804254,2878558,St John the Baptist,LA,LA St John the Baptist
2653,"St Landry, LA"," ""22097""",101.034,2349001,2802044,St Landry,LA,LA St Landry
2658,"St Martin, LA"," ""22099""",85.709,1173194,1456343,St Martin,LA,LA St Martin
2660,"St Mary, LA"," ""22101""",71.657,2150316,2591892,St Mary,LA,LA St Mary
2661,"St Tammany, LA"," ""22103""",134.284,11349455,13902112,St Tammany,LA,LA St Tammany
2745,"Tangipahoa, LA"," ""22105""",104.218,4042857,4897538,Tangipahoa,LA,LA Tangipahoa
2762,"Tensas, LA"," ""22107""",67.938,121170,138740,Tensas,LA,LA Tensas
2763,"Terrebonne, LA"," ""22109""",73.462,4572821,5277793,Terrebonne,LA,LA Terrebonne
2845,"Union, LA"," ""22111""",104.928,461653,563369,Union,LA,LA Union
2879,"Vermilion, LA"," ""22113""",75.962,1426949,1553215,Vermilion,LA,LA Vermilion
2881,"Vernon, LA"," ""22115""",87.388,1888684,2274121,Vernon,LA,LA Vernon
2948,"Washington, LA"," ""22117""",98.918,1005839,1234539,Washington,LA,LA Washington
2997,"Webster, LA"," ""22119""",80.013,1063403,1289704,Webster,LA,LA Webster
3005,"West Baton Rouge, LA"," ""22121""",106.912,1848997,2051579,W Baton Rouge,LA,LA W Baton Rouge
3006,"West Carroll, LA"," ""22123""",86.65,181638,222281,W Carroll,LA,LA W Carroll
3007,"West Feliciana, LA"," ""22125""",117.449,936960,1200620,W Feliciana,LA,LA W Feliciana
3060,"Winn, LA"," ""22127""",94.616,451732,594954,Winn,LA,LA Winn
132,"Barnstable, MA"," ""25001""",108.069,12083714,15150695,Barnstable,MA,MA Barnstable
192,"Berkshire, MA"," ""25003""",94.542,6184325,7682977,Berkshire,MA,MA Berkshire
270,"Bristol, MA"," ""25005""",115.425,24798881,30342482,Bristol,MA,MA Bristol
829,"Dukes, MA"," ""25007""",107.87,1431720,1767511,Dukes,MA,MA Dukes
890,"Essex, MA"," ""25009""",112.397,42903361,51359386,Essex,MA,MA Essex
968,"Franklin, MA"," ""25011""",104.56,2742108,3315373,Franklin,MA,MA Franklin
1170,"Hampden, MA"," ""25013""",103.462,20639756,25304527,Hampden,MA,MA Hampden
1171,"Hampshire, MA"," ""25015""",111.128,6889418,8569630,Hampshire,MA,MA Hampshire
1905,"Middlesex, MA"," ""25017""",129.895,173443523,197522150,Middlesex,MA,MA Middlesex
2032,"Nantucket, MA"," ""25019""",121.72,1332979,1649243,Nantucket,MA,MA Nantucket
2081,"Norfolk, MA"," ""25021""",112.895,50038163,60035566,Norfolk,MA,MA Norfolk
2281,"Plymouth, MA"," ""25023""",113.368,23767184,29466847,Plymouth,MA,MA Plymouth
2702,"Suffolk, MA"," ""25025""",128.365,126231838,159718533,Suffolk,MA,MA Suffolk
3083,"Worcester, MA"," ""25027""",109.597,40762031,49447248,Worcester,MA,MA Worcester
40,"Allegany, MD"," ""24001""",95.733,2530648,3121772,Allegany,MD,MD Allegany
67,"Anne Arundel, MD"," ""24003""",117.208,46393893,54917192,Anne Arundel,MD,MD Anne Arundel
121,"Baltimore, MD"," ""24005""",111.951,49710537,60004424,Baltimore,MD,MD Baltimore
358,"Calvert, MD"," ""24009""",95.165,3878152,4997617,Calvert,MD,MD Calvert
387,"Caroline, MD"," ""24011""",120.336,1164612,1341095,Caroline,MD,MD Caroline
396,"Carroll, MD"," ""24013""",105.298,5774373,7178424,Carroll,MD,MD Carroll
431,"Cecil, MD"," ""24015""",129.467,4389612,5355653,Cecil,MD,MD Cecil
445,"Charles, MD"," ""24017""",105.147,5378383,6754767,Charles,MD,MD Charles
507,"City of Baltimore, MD"," ""24510""",108.249,42782920,52837291,City of Baltimore,MD,MD City of Baltimore
808,"Dorchester, MD"," ""24019""",109.46,1283999,1528570,Dorchester,MD,MD Dorchester
983,"Frederick, MD"," ""24021""",114.229,12706667,15600244,Frederick,MD,MD Frederick
