GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "28141","Tishomingo, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",319241,338675,326319,350946,353323,369454,353111,375839,367852,404471,423756,442345,433522,410642,444159,455697,484853,529565,592863,619580,608429,688983
 "28143","Tunica, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1156184,1192406,1213345,1243018,1164125,1112119,1136159,1077293,923518,879888,896953,824188,845682,733465,685802,677503,620727,572828,544666,513526,538646,528272
 "28143","Tunica, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",186.263,192.098,195.472,200.252,187.542,179.164,183.037,173.553,148.780,141.751,144.500,132.778,136.241,118.162,110.484,109.147,100.000,92.283,87.747,82.730,86.777,85.105
 "28143","Tunica, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",815376,853592,876136,916161,897699,887096,953665,928638,786375,749645,787300,746886,782612,695172,659906,659238,620727,593780,576366,514601,586571,640308
 "28145","Union, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",693478,706236,693986,687956,693233,686860,687430,779657,701201,753994,835638,905750,938058,984630,1123177,1432259,1084568,1097973,1144513,1084955,1089402,1118278
 "28145","Union, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",63.940,65.117,63.987,63.431,63.918,63.330,63.383,71.886,64.653,69.520,77.048,83.513,86.491,90.785,103.560,132.058,100.000,101.236,105.527,100.036,100.446,103.108
 "28145","Union, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",512997,531656,528592,531175,549095,558301,577054,665234,622351,662534,738853,823227,861655,922412,1107953,1434752,1084568,1107684,1180329,1138899,1138618,1253364
 "28147","Walthall, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",225977,228620,227501,258131,259508,261478,235992,259868,255120,262538,240067,261726,276827,281868,268907,248622,276067,286921,266783,249200,259653,259105
 "28147","Walthall, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.856,82.814,82.408,93.503,94.002,94.716,85.484,94.132,92.412,95.100,86.960,94.805,100.276,102.102,97.407,90.059,100.000,103.932,96.637,90.268,94.055,93.856
 "28147","Walthall, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",170123,173567,178483,214246,215995,221293,205217,228846,221839,233312,216650,242955,268075,277487,259907,241150,276067,293605,277169,268149,313812,346297
 "28149","Warren, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2183707,2150968,2274373,2251023,2472917,2451323,2246426,2653930,2412974,2204151,2288405,2374914,2172751,2034581,2027761,2094897,2166510,2216450,2242383,2313551,2340768,2232602
 "28149","Warren, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.794,99.283,104.979,103.901,114.143,113.146,103.689,122.498,111.376,101.737,105.626,109.619,100.288,93.911,93.596,96.695,100.000,102.305,103.502,106.787,108.043,103.051
 "28149","Warren, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1569949,1576451,1711914,1741050,2000444,2058355,1937144,2300492,2036781,1921629,2049546,2170729,2000386,1918049,1962119,2031176,2166510,2344808,2361646,2336919,2669711,3041221
 "28151","Washington, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1895306,1813453,1918272,1938925,1818780,1782308,1753067,1794257,1676362,1776161,1714078,1767926,1777244,1613212,1590158,1562588,1492098,1463279,1414652,1422825,1460902,1332733
 "28151","Washington, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",127.023,121.537,128.562,129.946,121.894,119.450,117.490,120.251,112.349,119.038,114.877,118.486,119.110,108.117,106.572,104.724,100.000,98.069,94.810,95.357,97.909,89.319
 "28151","Washington, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1359503,1323579,1428484,1486259,1415147,1425066,1453519,1511671,1431978,1540838,1517273,1598232,1646995,1523298,1542539,1541731,1492098,1497222,1486203,1534221,1665929,1633903
 "28153","Wayne, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",412708,421778,423430,459269,462756,465901,477724,534076,576403,580439,533500,622750,620129,651427,646663,637520,636063,660125,624082,575004,624623,617692
 "28153","Wayne, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",64.885,66.311,66.570,72.205,72.753,73.248,75.106,83.966,90.620,91.255,83.875,97.907,97.495,102.415,101.667,100.229,100.000,103.783,98.116,90.401,98.201,97.112
 "28153","Wayne, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",346115,352701,372550,431061,443274,457838,489370,588051,539699,588664,572744,655261,682412,715742,634213,607112,636063,676710,633835,574423,745711,874426
 "28155","Webster, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",192456,169223,168082,174279,180957,175766,181572,180224,187595,193098,205435,174989,185418,173277,170454,179989,181348,180618,187842,191742,193048,197222
 "28155","Webster, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",106.125,93.314,92.685,96.102,99.784,96.922,100.123,99.380,103.445,106.479,113.282,96.493,102.244,95.550,93.993,99.251,100.000,99.598,103.581,105.732,106.452,108.753
 "28155","Webster, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",138494,123878,126278,138212,146442,147953,158885,160310,157012,168275,187001,160267,171712,164050,163312,174187,181348,187175,196869,200493,218115,237506
 "28157","Wilkinson, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",177254,178517,181218,184025,179471,178437,156736,175160,186662,191027,187185,193113,176954,161131,152692,151449,146545,144206,144239,142304,149912,146535
 "28157","Wilkinson, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",120.955,121.817,123.661,125.576,122.468,121.763,106.954,119.527,127.375,130.354,127.732,131.777,120.751,109.953,104.194,103.346,100.000,98.404,98.427,97.106,102.297,99.993
 "28157","Wilkinson, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",126516,129480,135313,143792,143684,146442,132599,152553,161905,168495,167044,174951,165684,154641,146282,147944,146545,148709,152120,155888,178223,185618
 "28159","Winston, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",408849,417484,453984,492654,492696,519694,495228,525834,423793,498022,464794,473679,493184,501941,488761,499049,521288,523157,502859,466823,498471,501584
 "28159","Winston, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.431,80.087,87.089,94.507,94.515,99.694,95.001,100.872,81.297,95.537,89.163,90.867,94.609,96.289,93.760,95.734,100.000,100.359,96.465,89.552,95.623,96.220
 "28159","Winston, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",312812,324521,358950,402827,410506,441199,427226,458353,379915,448823,425238,445607,478247,491572,478981,490634,521288,531369,522239,498510,573462,630677
 "28161","Yalobusha, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",236774,242980,268418,252377,248058,252406,237637,250615,229600,267038,321844,328318,307083,285947,255051,243505,288407,291592,324527,317295,308214,309042
 "28161","Yalobusha, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.097,84.249,93.069,87.507,86.010,87.517,82.396,86.896,79.610,92.590,111.593,113.838,106.475,99.147,88.434,84.431,100.000,101.104,112.524,110.016,106.867,107.155
 "28161","Yalobusha, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",180098,186558,208588,199339,197239,202406,195408,207465,197977,228897,277327,291899,277666,266109,248362,242467,288407,294638,335537,338413,328480,340391
 "28163","Yazoo, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",701317,683742,710801,669249,642248,659087,596779,542654,593218,670489,782542,738322,805392,741499,723957,725524,750480,786035,718069,757672,721119,673400
 "28163","Yazoo, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.449,91.107,94.713,89.176,85.578,87.822,79.520,72.308,79.045,89.341,104.272,98.380,107.317,98.803,96.466,96.675,100.000,104.738,95.681,100.958,96.088,89.729
 "28163","Yazoo, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",510077,504785,537721,524303,510787,538904,511278,481993,516523,607486,748626,704790,792063,740855,692645,700496,750480,813958,744368,781121,826579,851094
 "29000","Missouri",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",260381100,264997650,271970479,279128189,285341740,286558332,288320839,297881763,289566782,295986430,292984242,296514292,302025663,303617847,308009904,308423302,311273761,314182398,320880824,315276211,330117450,336625841
 "29000","Missouri",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.650,85.133,87.373,89.673,91.669,92.060,92.626,95.698,93.026,95.089,94.124,95.258,97.029,97.540,98.951,99.084,100.000,100.934,103.086,101.286,106.054,108.145
 "29000","Missouri",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",190388671,197398970,206005201,216977487,227594634,235816857,244085295,256431080,254306243,262013380,263330041,272482412,282659676,289340724,299597652,304143301,311273761,320451636,334364683,335278252,365145436,396889924
 "29001","Adair, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",791052,789728,781615,805310,847097,854022,842497,851125,857412,892870,933866,794451,827252,804521,800241,788873,810911,820988,818203,796619,808525,815522
 "29001","Adair, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.551,97.388,96.387,99.309,104.462,105.316,103.895,104.959,105.734,110.107,115.163,97.970,102.015,99.212,98.684,97.282,100.000,101.243,100.899,98.238,99.706,100.569
 "29001","Adair, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",571941,584464,590425,622337,669968,695069,707109,728187,748695,787449,824884,721534,767087,760568,775424,780087,810911,836294,854082,861840,911230,961731
 "29003","Andrew, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",252393,266324,256701,300970,284395,275754,278633,284227,305622,293735,286062,276149,318690,312028,274278,295258,293687,278943,314915,318123,317466,303545
 "29003","Andrew, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.939,90.683,87.406,102.480,96.836,93.894,94.874,96.779,104.064,100.016,97.404,94.028,108.514,106.245,93.391,100.535,100.000,94.980,107.228,108.321,108.097,103.357
 "29003","Andrew, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",171781,185332,183769,224749,216690,217729,231602,240422,254166,250862,254024,250652,296914,290219,259042,285824,293687,284314,326365,335102,365872,390245
 "29005","Atchison, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",185484,167147,174542,193897,195153,197743,206036,230332,314238,294388,279375,288327,311143,300624,192510,278957,261345,251713,289003,317984,360412,389385
 "29005","Atchison, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.973,63.956,66.786,74.192,74.672,75.664,78.837,88.133,120.239,112.643,106.899,110.324,119.054,115.029,73.661,106.739,100.000,96.314,110.583,121.672,137.907,148.993
 "29005","Atchison, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",131644,119291,130023,153326,150304,154300,178040,201614,249133,249669,265896,280844,320345,303488,188912,268013,261345,256496,300408,330610,429523,532491
 "29007","Audrain, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",911898,902479,893534,981032,924006,977228,981762,1009510,1006246,1029411,985581,942370,974790,1018537,1036996,1082785,1014955,913318,895995,849380,874731,837423
 "29007","Audrain, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.846,88.918,88.037,96.658,91.039,96.283,96.730,99.464,99.142,101.424,97.106,92.848,96.043,100.353,102.172,106.683,100.000,89.986,88.279,83.686,86.184,82.508
 "29007","Audrain, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",648082,650133,656343,747319,715973,784021,824252,865273,854432,897181,907103,887037,935308,990842,1013183,1057030,1014955,932618,931819,897089,1000555,1060309
 "29009","Barry, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1154808,1191876,1204718,1255144,1362405,1360197,1308969,1356766,1256150,1324676,1242312,1226257,1333719,1411022,1679748,1529184,1467290,1611603,1506887,1447361,1483169,1660207
 "29009","Barry, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.703,81.230,82.105,85.542,92.852,92.701,89.210,92.467,85.610,90.280,84.667,83.573,90.897,96.165,114.480,104.218,100.000,109.835,102.699,98.642,101.082,113.148
 "29009","Barry, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",893965,938298,960295,1039937,1138811,1163355,1183490,1255227,1169673,1252110,1214978,1230323,1355286,1445420,1694227,1517960,1467290,1615989,1538237,1507531,1607910,1976827
 "29011","Barton, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",389272,393152,429640,438461,411364,395008,360815,354632,370898,370315,354819,386018,359277,362185,330214,362269,349185,330553,317269,349179,357062,384418
 "29011","Barton, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",111.480,112.591,123.041,125.567,117.807,113.123,103.331,101.560,106.218,106.051,101.613,110.548,102.890,103.723,94.567,103.747,100.000,94.664,90.860,99.998,102.256,110.090
 "29011","Barton, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",273203,278296,315030,334833,323103,319211,307930,308186,309050,320691,329938,368607,358870,360798,322979,349283,349185,334320,327036,366287,424027,519022
 "29013","Bates, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",365665,335404,369797,402286,401355,398415,395930,411723,412036,403257,382978,429545,439894,448021,405018,444118,451630,427879,468150,476367,448149,427801
 "29013","Bates, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.966,74.265,81.881,89.074,88.868,88.217,87.667,91.164,91.233,89.289,84.799,95.110,97.401,99.201,89.679,98.337,100.000,94.741,103.658,105.477,99.229,94.724
 "29013","Bates, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",249397,232447,263735,300702,304044,313732,325968,349428,344360,346690,342053,393399,416435,428053,390335,432833,451630,437568,490064,510734,520551,549738
 "29015","Benton, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",317261,314781,321488,369231,362076,356509,350438,361229,367711,399876,389178,371073,399491,400125,442505,399150,391798,423316,411707,392703,401878,418988
 "29015","Benton, MO",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.976,80.343,82.055,94.240,92.414,90.993,89.444,92.198,93.852,102.062,99.331,94.710,101.964,102.125,112.942,101.876,100.000,108.044,105.081,100.231,102.573,106.940
 "29015","Benton, MO",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",229278,231675,242128,286693,287316,292997,297090,310744,317553,349951,346908,338911,374274,382989,427507,389485,391798,433174,432421,423952,458216,524467
 "29017","Bollinger, MO",4,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",188539,181237,182423,194799,193231,177558,172807,177540,224808,192092,183031,192397,191197,200391,180613,190178,183290,181163,180114,185980,188588,185172
