GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "28073","Lamar, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",800349,865383,939393,1015018,1086710,1261942,1293564,1375350,1330647,1436828,1449488,1461950,1547604,1568527,1652776,1656334,1706427,1733930,1802839,1849032,2114382,2318766
 "28075","Lauderdale, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2887628,2903310,3055523,3071049,3185263,3264957,3108240,3551784,3338435,3176830,3222301,3249774,3151043,3082027,3055271,3069218,3140073,3178019,3295711,3402800,3423491,3346698
 "28075","Lauderdale, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.961,92.460,97.307,97.802,101.439,103.977,98.986,113.112,106.317,101.171,102.619,103.494,100.349,98.151,97.299,97.744,100.000,101.208,104.957,108.367,109.026,106.580
 "28075","Lauderdale, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2121378,2173128,2324774,2400392,2581790,2740833,2679453,3091474,2901600,2804774,2903464,3003426,2943763,2928378,2962014,3013232,3140073,3283531,3441402,3547744,3855358,4212538
 "28077","Lawrence, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",309671,301353,327588,377054,362625,345605,330448,331160,342068,356047,315802,362644,378596,386296,394461,349594,362905,373183,344689,324538,343679,343094
 "28077","Lawrence, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.331,83.039,90.268,103.899,99.923,95.233,91.056,91.253,94.258,98.110,87.021,99.928,104.324,106.445,108.695,96.332,100.000,102.832,94.981,89.428,94.702,94.541
 "28077","Lawrence, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",241380,234688,257303,302661,292570,288624,284266,291549,303803,324584,293621,340273,369683,380122,384948,338343,362905,378645,352119,333609,384651,431894
 "28079","Leake, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",441106,438568,430864,482456,460885,446299,405465,493467,663942,599101,472082,408317,453483,528501,535243,505054,552584,577905,571467,504434,613318,641847
 "28079","Leake, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.826,79.367,77.973,87.309,83.405,80.766,73.376,89.302,120.152,108.418,85.432,73.892,82.066,95.642,96.862,91.399,100.000,104.582,103.417,91.286,110.991,116.154
 "28079","Leake, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",344514,349288,352217,409752,387031,379706,360343,452471,624609,574320,461454,413206,471186,549048,533458,490057,552584,575929,576718,523392,679235,777375
 "28081","Lee, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4176314,4258654,4316190,4416283,4334557,4193294,4126686,4312107,4069933,4317875,4494001,4616308,4662575,4548823,4803134,4763179,4840741,4787140,4943727,4680309,5008623,4950249
 "28081","Lee, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.274,87.975,89.164,91.232,89.543,86.625,85.249,89.079,84.077,89.199,92.837,95.364,96.319,93.970,99.223,98.398,100.000,98.893,102.127,96.686,103.468,102.262
 "28081","Lee, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3125427,3244459,3313088,3435646,3462835,3462063,3491598,3709332,3632722,3846363,4052853,4273332,4385167,4330903,4697430,4732869,4840741,4865010,5141961,4975085,5506957,5875639
 "28083","Leflore, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1190352,1186055,1247811,1276043,1285646,1349123,1370806,1285263,1153591,1199702,1229963,1195889,1226685,1142893,1150389,1142969,1180232,1155333,1163109,1180981,1286649,1149227
 "28083","Leflore, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.858,100.493,105.726,108.118,108.932,114.310,116.147,108.899,97.743,101.650,104.214,101.327,103.936,96.836,97.471,96.843,100.000,97.890,98.549,100.063,109.017,97.373
 "28083","Leflore, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",829359,840382,897708,948136,973689,1051327,1111305,1064670,994536,1040319,1087250,1087184,1142192,1082592,1118246,1128045,1180232,1179673,1220822,1274778,1462695,1414535
 "28085","Lincoln, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",987230,982170,996248,973845,983872,1001659,945142,969064,954944,986381,1017254,1108367,1120097,1108888,1055196,1086264,1159334,1166113,1137371,1121546,1167833,1139131
 "28085","Lincoln, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.155,84.718,85.933,84.000,84.865,86.400,81.525,83.588,82.370,85.082,87.745,95.604,96.616,95.649,91.017,93.697,100.000,100.585,98.106,96.741,100.733,98.257
 "28085","Lincoln, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",764252,767245,795212,802845,828695,862324,837257,886960,849623,897748,943812,1039385,1077594,1084198,1022071,1062329,1159334,1197307,1188466,1191153,1348799,1453657
 "28087","Lowndes, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2256998,2181747,2215947,2226360,2274995,2422786,2580764,2592234,2593054,2674802,2815877,2974859,2953283,2737943,2693619,2850678,2852161,2784136,2926595,2940194,2874434,2995062
 "28087","Lowndes, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.133,76.495,77.694,78.059,79.764,84.946,90.485,90.887,90.915,93.782,98.728,104.302,103.545,95.995,94.441,99.948,100.000,97.615,102.610,103.087,100.781,105.010
 "28087","Lowndes, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1666898,1638462,1693264,1750190,1840726,2036092,2231312,2283916,2316069,2419067,2590203,2759721,2776415,2641698,2624416,2779926,2852161,2869195,3049749,3055294,3207837,3567349
 "28089","Madison, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2803211,2968156,3604884,4030531,4359630,4567657,4373199,4391716,4074703,4588786,4979859,5236432,5708455,6016401,6162056,6180053,6329629,6412028,6422822,6426459,6860414,7137527
 "28089","Madison, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",44.287,46.893,56.953,63.677,68.877,72.163,69.091,69.383,64.375,72.497,78.675,82.729,90.186,95.051,97.353,97.637,100.000,101.302,101.472,101.530,108.386,112.764
 "28089","Madison, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2228718,2405661,2960318,3364972,3679140,3867056,3770953,3826338,3643244,4104581,4484468,4817071,5330583,5718766,6016821,6131966,6329629,6497870,6602367,6747911,7367711,8092844
 "28091","Marion, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",552539,557429,572862,610716,606033,616889,597409,658554,683878,698059,654534,691655,750107,741903,745352,758686,808029,895597,857650,805002,805331,801416
 "28091","Marion, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.381,68.986,70.896,75.581,75.001,76.345,73.934,81.501,84.635,86.390,81.004,85.598,92.832,91.816,92.243,93.893,100.000,110.837,106.141,99.625,99.666,99.182
 "28091","Marion, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",394865,404787,429446,478795,490121,515302,517874,587231,594480,620553,598184,646305,718698,721029,725501,744076,808029,915899,897490,860318,918912,1005789
 "28093","Marshall, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",536599,539938,550648,576198,604593,587772,523621,563714,554086,596705,591301,584272,601412,577559,624371,601717,634843,673465,713638,806170,823459,805247
 "28093","Marshall, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.525,85.051,86.738,90.762,95.235,92.585,82.480,88.796,87.279,93.993,93.141,92.034,94.734,90.977,98.350,94.782,100.000,106.084,112.412,126.987,129.711,126.842
 "28093","Marshall, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",386055,397402,412981,443401,477640,479115,437953,477600,482434,518045,516030,521844,548595,538392,601107,592334,634843,689345,746462,863528,915138,974819
 "28095","Monroe, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1040089,1054754,1085553,1102857,1091769,1085735,1026067,970551,979154,979145,1016066,1015521,1055596,1058927,1007254,1002275,1004242,1016108,917269,926248,965894,939838
 "28095","Monroe, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.570,105.030,108.097,109.820,108.716,108.115,102.173,96.645,97.502,97.501,101.177,101.123,105.114,105.445,100.300,99.804,100.000,101.182,91.339,92.234,96.181,93.587
 "28095","Monroe, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",737210,759676,794977,820383,833668,852437,826087,804860,835636,836193,888129,913302,968585,993455,970215,983731,1004242,1037348,959129,991197,1086400,1144142
 "28097","Montgomery, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",218151,211098,218228,223764,224786,216058,192128,203099,202491,214268,236428,210370,219640,209320,207575,208840,201081,192106,187049,192773,197691,191506
 "28097","Montgomery, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",108.489,104.982,108.528,111.281,111.789,107.448,95.548,101.004,100.702,106.558,117.579,104.620,109.230,104.098,103.230,103.859,100.000,95.537,93.022,95.868,98.314,95.239
 "28097","Montgomery, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",151923,149134,158007,167279,171509,169928,157099,168641,170047,182945,207610,189501,202850,197374,200163,204877,201081,196958,196701,208381,227168,237131
 "28099","Neshoba, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1025392,1073737,1088199,1125222,1142776,1075907,997642,1100242,1068979,1100398,1023601,1064866,1021090,1050687,1007058,1009933,1046971,1047211,1061173,974926,1057795,1098891
 "28099","Neshoba, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.939,102.557,103.938,107.474,109.151,102.764,95.288,105.088,102.102,105.103,97.768,101.709,97.528,100.355,96.188,96.462,100.000,100.023,101.357,93.119,101.034,104.959
 "28099","Neshoba, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",715702,763470,797453,867075,897726,877706,851896,956217,931712,973908,928942,992033,985154,1030721,984490,985765,1046971,1064971,1100927,1045957,1210174,1370221
 "28101","Newton, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",417709,414519,421908,462475,461430,432714,450401,574380,715019,506411,475814,468971,478465,509385,515729,497395,496194,503625,495548,491300,499712,505405
 "28101","Newton, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.182,83.540,85.029,93.204,92.994,87.207,90.771,115.757,144.101,102.059,95.893,94.514,96.427,102.658,103.937,100.242,100.000,101.497,99.870,99.014,100.709,101.856
 "28101","Newton, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",344843,348719,362440,413063,418602,408056,442641,574903,623551,467175,455796,450729,466005,502483,501444,479333,496194,515802,512732,508450,563007,621051
 "28103","Noxubee, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",284339,282248,287980,304593,294244,297596,270534,271704,264162,277835,269735,256587,294374,235880,232637,246484,242836,223225,231192,231793,275127,233206
 "28103","Noxubee, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",117.091,116.230,118.590,125.432,121.170,122.550,111.406,111.888,108.782,114.413,111.077,105.663,121.224,97.136,95.800,101.502,100.000,91.924,95.205,95.453,113.298,96.034
 "28103","Noxubee, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",199230,200196,208495,229437,221669,227188,215150,219377,212579,228870,232881,228941,275168,224870,224568,241991,242836,229384,241460,252944,340667,313208
 "28105","Oktibbeha, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1344993,1372536,1348892,1380375,1468920,1505519,1514735,1604185,1604821,1588310,1619971,1618869,1646469,1643327,1627880,1728869,1732096,1748903,1763250,1757341,1819119,1862002
 "28105","Oktibbeha, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",77.651,79.241,77.876,79.694,84.806,86.919,87.451,92.615,92.652,91.699,93.527,93.463,95.056,94.875,93.983,99.814,100.000,100.970,101.799,101.457,105.024,107.500
 "28105","Oktibbeha, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",946177,988321,991012,1050413,1154768,1229937,1278239,1379956,1381075,1391658,1445575,1469694,1524923,1555330,1576778,1697818,1732096,1794708,1843996,1890812,2043405,2184523
 "28107","Panola, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",916836,881928,944649,949311,990643,1035623,1014403,1059729,1054638,1097605,1151689,1213371,1160700,1094729,1129532,1140740,1113762,1087816,1110840,1065039,1033125,1056342
 "28107","Panola, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.319,79.185,84.816,85.235,88.946,92.984,91.079,95.149,94.691,98.549,103.405,108.943,104.214,98.291,101.416,102.422,100.000,97.670,99.738,95.625,92.760,94.844
 "28107","Panola, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",670635,653081,710172,731313,781190,845207,855163,904214,933878,971373,1035642,1110402,1085523,1046169,1105728,1125295,1113762,1112182,1165440,1140690,1175095,1308236
 "28109","Pearl River, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",897718,938540,1026511,1021899,1174796,1223627,1099103,1387121,1319459,1159436,1161908,1159384,1028995,1010388,1003963,1002002,1015747,1046856,1128463,1053719,1019456,1035016
 "28109","Pearl River, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.380,92.399,101.060,100.606,115.658,120.466,108.206,136.562,129.900,114.146,114.390,114.141,101.304,99.472,98.840,98.647,100.000,103.063,111.097,103.738,100.365,101.897
 "28109","Pearl River, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",590780,630728,709882,731803,896384,983955,916151,1161523,1051782,967930,1026529,1058168,947069,951367,968493,981906,1015747,1075724,1186201,1138192,1163173,1273035
 "28111","Perry, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",255978,264643,294411,350373,332611,333914,297435,281096,297690,311909,323501,317299,318839,301244,301110,304497,308713,315253,301748,300976,328511,306460
 "28111","Perry, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.918,85.725,95.367,113.495,107.741,108.163,96.347,91.054,96.429,101.035,104.790,102.781,103.280,97.581,97.537,98.634,100.000,102.119,97.744,97.494,106.413,99.270
 "28111","Perry, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",195015,201934,226885,278149,267767,276731,249720,240019,261598,278754,290253,287367,299658,290018,290175,295561,308713,324100,312239,314018,380070,392057
 "28113","Pike, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1094741,1096124,1126800,1167249,1184996,1257166,1201125,1265378,1189663,1191246,1167088,1221886,1251793,1241868,1228638,1197167,1181595,1133035,1128032,1097920,1127215,1120966
 "28113","Pike, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.649,92.766,95.363,98.786,100.288,106.396,101.653,107.091,100.683,100.817,98.772,103.410,105.941,105.101,103.981,101.318,100.000,95.890,95.467,92.918,95.398,94.869
 "28113","Pike, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",779011,795525,834696,892321,932764,1018425,996647,1081955,1036580,1052604,1047074,1121771,1177231,1193011,1195250,1182068,1181595,1159907,1177690,1180621,1283244,1365205
 "28115","Pontotoc, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",734524,730911,753466,855119,866593,870398,799282,832566,762695,818859,824227,853301,882264,881718,935934,955854,872749,948210,956917,915420,993781,941666
 "28115","Pontotoc, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.162,83.748,86.332,97.980,99.295,99.731,91.582,95.396,87.390,93.825,94.440,97.772,101.090,101.028,107.240,109.522,100.000,108.646,109.644,104.889,113.868,107.897
 "28115","Pontotoc, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",550173,560019,581490,657278,685845,705970,663985,702797,682325,720148,730256,778157,812999,827407,910831,949849,872749,962383,1008341,994447,1114341,1159995
 "28117","Prentiss, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",598345,596376,667152,680173,627181,609172,581767,595261,573524,610082,613213,589986,592246,587428,612163,596654,586969,588876,582956,597652,597203,590942
 "28117","Prentiss, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.938,101.603,113.660,115.879,106.851,103.783,99.114,101.413,97.709,103.938,104.471,100.514,100.899,100.078,104.292,101.650,100.000,100.325,99.316,101.820,101.744,100.677
 "28117","Prentiss, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",451284,458025,517977,536206,501546,498871,484187,503918,503043,533271,541420,535276,548026,554058,595279,591551,586969,599921,609590,644494,670555,715205
 "28119","Quitman, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",198342,154514,179120,188738,199437,186211,172745,166547,151920,146251,188072,110742,151186,107598,106953,103786,96809,104720,99154,93350,108699,87960
 "28119","Quitman, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",204.879,159.607,185.023,194.958,206.011,192.348,178.438,172.036,156.927,151.072,194.270,114.392,156.169,111.144,110.478,107.207,100.000,108.171,102.422,96.427,112.281,90.859
 "28119","Quitman, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",127088,100330,119297,131756,138221,131636,131488,130137,117011,116608,163634,98774,139138,100037,101999,101313,96809,107421,104108,100956,126081,111227
 "28121","Rankin, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4594231,4670896,4956606,5238560,5477883,5659977,5664120,6054684,5974471,6024481,6170597,6282767,6378076,6666245,6788337,6665199,6591373,6584522,6588275,6759062,7114419,7051468
 "28121","Rankin, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.701,70.864,75.198,79.476,83.107,85.869,85.932,91.858,90.641,91.399,93.616,95.318,96.764,101.136,102.988,101.120,100.000,99.896,99.953,102.544,107.935,106.980
 "28121","Rankin, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3334729,3443161,3748330,4111757,4495626,4815141,4959832,5517900,5261319,5425739,5686663,5893955,6088421,6474945,6595958,6551548,6591373,6763089,6912438,7205226,8062630,8763027
 "28123","Scott, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",711123,734074,764783,812626,811702,897000,892364,986195,992804,984940,849684,948677,1049546,1106214,1100207,1055999,1151717,1124918,1083490,1020027,1078182,1102518
 "28123","Scott, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",61.745,63.737,66.404,70.558,70.478,77.884,77.481,85.628,86.202,85.519,73.775,82.371,91.129,96.049,95.528,91.689,100.000,97.673,94.076,88.566,93.615,95.728
 "28123","Scott, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",609252,638772,667701,718571,712045,782226,779421,876309,907867,903098,784541,906463,1014533,1086578,1091048,1059135,1151717,1128393,1113319,1086696,1186541,1278505
 "28125","Sharkey, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",130136,104630,140979,136535,139622,122407,129497,91300,91436,91971,121418,121541,130571,91358,89921,87992,96068,92783,92299,97963,110123,75856
 "28125","Sharkey, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",135.463,108.913,146.749,142.124,145.337,127.417,134.798,95.037,95.178,95.735,126.388,126.516,135.915,95.097,93.602,91.594,100.000,96.581,96.077,101.973,114.630,78.961
 "28125","Sharkey, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",82416,66978,93608,97070,96925,86637,100773,72280,73933,75568,104348,107208,120767,84995,85841,85841,96068,94688,96382,104613,131786,100674
 "28127","Simpson, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",529577,566247,554949,601808,582093,546129,517912,597530,622680,635619,531579,663560,665339,704819,663515,617012,630024,639740,613544,581052,611862,632880
 "28127","Simpson, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.057,89.877,88.084,95.521,92.392,86.684,82.205,94.842,98.834,100.888,84.374,105.323,105.605,111.872,105.316,97.935,100.000,101.542,97.384,92.227,97.117,100.453
 "28127","Simpson, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",389006,419147,428653,489964,474401,455857,458442,545546,539433,574185,500839,636936,658231,700549,644123,599159,630024,649809,635928,620080,686424,773933
 "28129","Smith, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",328701,373705,360511,381594,375899,336868,290296,325707,380516,394659,302082,342222,381202,427664,420211,410319,421578,437311,381666,360527,382613,395581
 "28129","Smith, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",77.969,88.644,85.515,90.516,89.165,79.907,68.859,77.259,90.260,93.615,71.655,81.176,90.423,101.444,99.676,97.329,100.000,103.732,90.533,85.519,90.757,93.833
 "28129","Smith, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",277237,310686,314801,361009,343430,305791,273383,312228,330967,366306,296952,340774,403371,455772,412505,390795,421578,447683,387809,369601,479243,581779
 "28131","Stone, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",260459,279896,313641,340018,352397,382439,366493,359971,333571,353030,363970,365194,364591,359263,357270,357935,357735,363462,385192,375470,387486,390371
 "28131","Stone, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",72.808,78.241,87.674,95.048,98.508,106.906,102.448,100.625,93.245,98.685,101.743,102.085,101.917,100.427,99.870,100.056,100.000,101.601,107.675,104.958,108.317,109.123
 "28131","Stone, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",182793,200197,229088,258557,274798,306606,299215,297554,281354,301709,312093,321362,332899,338926,343607,350668,357735,374955,404996,410455,462365,500273
 "28133","Sunflower, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",839622,775179,787459,769529,765296,770197,756167,697095,680801,673176,657704,687660,732074,667553,617809,701098,677765,669892,618616,666972,701967,608306
 "28133","Sunflower, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",123.881,114.373,116.185,113.539,112.915,113.638,111.568,102.852,100.448,99.323,97.040,101.460,108.013,98.493,91.154,103.443,100.000,98.838,91.273,98.408,103.571,89.752
 "28133","Sunflower, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",581040,545726,567876,577296,578998,596715,619384,586345,581850,585505,586605,627940,688798,633695,599771,685308,677765,684235,647173,716539,824223,786121
 "28135","Tallahatchie, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",241410,204943,245943,270143,284231,260152,279368,272304,286122,260389,325085,326482,330212,250252,252953,286485,288923,278235,278700,281733,305385,254212
 "28135","Tallahatchie, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.555,70.933,85.124,93.500,98.376,90.042,96.693,94.248,99.031,90.124,112.516,113.000,114.291,86.615,87.550,99.156,100.000,96.301,96.462,97.511,105.698,87.986
 "28135","Tallahatchie, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",159841,137630,170605,199356,207247,193992,224322,222467,226299,211999,282872,291242,307499,235340,244316,278507,288923,282180,288045,297967,358611,334814
 "28137","Tate, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",504498,507603,531775,535719,534447,515472,476921,498897,515661,530065,546083,505144,533538,494590,485538,488642,503117,498642,508040,495975,516129,512204
 "28137","Tate, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.275,100.892,105.696,106.480,106.227,102.456,94.793,99.161,102.493,105.356,108.540,100.403,106.046,98.305,96.506,97.123,100.000,99.111,100.979,98.581,102.586,101.806
 "28137","Tate, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",371661,381250,406709,419924,428276,426610,406657,433018,445954,466127,491591,462813,497208,468632,470328,481033,503117,508955,530088,531613,581263,617420
 "28139","Tippah, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",585104,581387,599061,628293,633225,629818,593355,579858,521688,559073,564468,536542,555476,534850,538668,545290,606872,664043,639491,678808,676527,628280
 "28139","Tippah, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",96.413,95.801,98.713,103.530,104.343,103.781,97.773,95.549,85.963,92.124,93.013,88.411,91.531,88.132,88.761,89.853,100.000,109.421,105.375,111.854,111.478,103.528
 "28139","Tippah, MS",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",405749,411743,430166,461147,483637,498782,482222,481792,451144,482884,494310,483268,510888,502825,520501,536755,606872,682420,675021,737049,796707,812581
 "28141","Tishomingo, MS",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",412613,430427,409218,433071,427160,436940,410725,432479,418968,458981,476853,487348,470023,435927,458305,464385,484853,516042,571383,601491,561261,594734
 "28141","Tishomingo, MS",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.101,88.775,84.400,89.320,88.101,90.118,84.711,89.198,86.411,94.664,98.350,100.515,96.941,89.909,94.525,95.778,100.000,106.433,117.847,124.056,115.759,122.663
